fonte_id,nome,instituicao,camada,entrega,setores,pais,periodicidade,licenca,verificacao,url,como_acessar,notas
F-111,Renewable Power Generation Costs,IRENA,6,custo_unitario_agregado,S9,MUNDO,anual,publico,catalogada_nao_verificada,https://www.irena.org/,Portal aberto,CAPEX por MW por tecnologia.
F-112,Annual Technology Baseline,NREL,6,custo_unitario_agregado,S9,US,anual,publico,catalogada_nao_verificada,https://atb.nrel.gov/,Portal aberto,
F-113,PR24 cost assessment,Ofwat,6,custo_unitario_agregado,S8,UK,quinquenal,publico,catalogada_nao_verificada,https://www.ofwat.gov.uk/,Portal aberto,Custo unitario de saneamento por unidade de servico. Muito detalhado.
F-114,RIIO price control,Ofgem,6,custo_unitario_agregado,S9,UK,quinquenal,publico,catalogada_nao_verificada,https://www.ofgem.gov.uk/,Portal aberto,
F-115,Cost Estimating Manual,National Highways,6,coeficiente_fisico,S1;S2,UK,eventual,publico,catalogada_nao_verificada,https://nationalhighways.co.uk/,Portal aberto,
F-116,Cost Estimating Guidance,Infrastructure and Projects Authority,6,metodologia,todos,UK,eventual,publico,catalogada_nao_verificada,https://www.gov.uk/,Portal aberto,
F-117,Assessment Framework unit costs,Infrastructure Australia,6,custo_unitario_agregado,todos,AU,eventual,publico,catalogada_nao_verificada,https://www.infrastructureaustralia.gov.au/,Portal aberto,
F-118,MII / MCACES,US Army Corps of Engineers,6,coeficiente_fisico,S6;S10,US,continua,publico,catalogada_nao_verificada,https://www.usace.army.mil/,Portal aberto,Composicoes de obra hidraulica e dragagem com crew e producao. Tier A quando lido.
F-119,Cost Estimating Procedures,US Bureau of Reclamation,6,coeficiente_fisico,S10,US,eventual,publico,catalogada_nao_verificada,https://www.usbr.gov/,Portal aberto,Barragens.
F-120,Advisory Circulars e historico AIP,FAA,6,coeficiente_fisico,S7,US,continua,publico,catalogada_nao_verificada,https://www.faa.gov/,Portal aberto,Pavimento aeroportuario e custo de projeto financiado.
F-121,Working Group reports,PIANC,6,coeficiente_fisico,S6,MUNDO,continua,licenciado,catalogada_nao_verificada,https://www.pianc.org/,Associacao paga,Referencia tecnica portuaria.
F-122,Bulletins,ICOLD,6,coeficiente_fisico,S10,MUNDO,continua,licenciado,catalogada_nao_verificada,https://www.icold-cigb.org/,Associacao paga,Barragens.
F-123,ROM 0.2 e ROM 2.0,Puertos del Estado,6,coeficiente_fisico,S6,ES,eventual,publico,catalogada_nao_verificada,https://www.puertos.es/,Portal aberto,Recomendaciones de obras maritimas.
F-124,BEDEC,ITeC - Institut de Tecnologia de la Construccio de Catalunya,6,coeficiente_fisico,todos,ES,anual,publico,catalogada_nao_verificada,https://itec.es/,Consulta online gratuita,Excelente em obra hidraulica e maritima. Embute perda de material. Tier A quando lido.
F-125,Building Construction Cost Data e Heavy Construction Cost Data,RSMeans / Gordian,7,coeficiente_fisico,todos,US,anual,cite_only,catalogada_nao_verificada,https://www.rsmeans.com/,Assinatura anual paga,CITE-ONLY. Crew daily output. Metodologia de conversao pode ser descrita; a tabela nao pode ser copiada.
F-126,Civil Engineering and Highway Works Price Book,Spon's,7,coeficiente_fisico,todos,UK,anual,cite_only,catalogada_nao_verificada,,Compra do volume,CITE-ONLY.
F-127,Australian Construction Handbook,Rawlinsons,7,coeficiente_fisico,todos,AU,anual,cite_only,catalogada_nao_verificada,,Compra do volume,CITE-ONLY.
F-128,Performance Handbook,Caterpillar,7,coeficiente_fisico,todos,US,anual,cite_only,catalogada_nao_verificada,,Distribuicao Caterpillar,CITE-ONLY. Producao de equipamento por hora.
F-129,Specifications and Application Handbook,Komatsu,7,coeficiente_fisico,todos,JP,anual,cite_only,catalogada_nao_verificada,,Distribuicao Komatsu,CITE-ONLY.
F-130,Blue Book,EquipmentWatch,7,custo_unitario_agregado,todos,US,continua,cite_only,catalogada_nao_verificada,https://www.equipmentwatch.com/,Assinatura paga,CITE-ONLY. Custo horario de equipamento.
F-131,Manual de precios unitarios,ONDAC,7,coeficiente_fisico,todos,CL,continua,cite_only,catalogada_nao_verificada,https://www.ondac.com/,Assinatura paga,CITE-ONLY.
F-132,Construdata,Legis,7,coeficiente_fisico,todos,CO,continua,cite_only,catalogada_nao_verificada,https://www.construdata.com/,Assinatura paga,CITE-ONLY.
F-133,Revista Costos,Grupo S10,7,coeficiente_fisico,todos,PE,mensal,cite_only,catalogada_nao_verificada,,Assinatura paga,CITE-ONLY.
F-134,BIMSA Opus,BIMSA,7,coeficiente_fisico,todos,MX,continua,cite_only,catalogada_nao_verificada,,Assinatura paga,CITE-ONLY.
F-135,Baukosteninformationszentrum,BKI,7,coeficiente_fisico,todos,DE,anual,cite_only,catalogada_nao_verificada,https://www.bki.de/,Compra do volume,CITE-ONLY.
F-136,Batiprix,Groupe Moniteur,7,coeficiente_fisico,todos,FR,anual,cite_only,catalogada_nao_verificada,,Assinatura paga,CITE-ONLY.
F-137,Economic Census - Construction (setor NAICS 23),US Census Bureau,1,coeficiente_fisico,todos,US,quinquenal,publico,catalogada_nao_verificada,https://www.census.gov/data/tables/2022/econ/economic-census/naics-sector-23.html,data.census.gov - tabelas EC2223BASIC (summary statistics) e EC2223KOB (value of business done),"ANALOGO AMERICANO DA PAIC. Tabela EC2223KOB (value of business done) e a que fecha a comparacao CNAE 42 <-> NAICS 237. Tentada por busca em 3 formulacoes, sem sucesso - exige data.census.gov direto. Numerador ja levantado: 1.097,1 mil postos em NAICS 237 em 2022."
F-138,Input-Output Accounts - Make e Use tables,US Bureau of Economic Analysis,1,coeficiente_fisico,todos,US,anual,publico,catalogada_nao_verificada,https://www.bea.gov/industry/input-output-accounts-data,Portal BEA,ANALOGO AMERICANO DA MATRIZ DE INSUMO-PRODUTO DO IBGE. Coeficiente tecnico de aco cimento e maquinas na construcao. Par natural do F-002 para comparacao BR x US.
F-139,CES - Current Employment Statistics: horas e ganhos na construcao,US Bureau of Labor Statistics,1,coeficiente_fisico,todos,US,mensal,publico,snippet_busca,https://www.bls.gov/ces/,Tabelas B-7a e B-7b (horas semanais medias) e B-8 (ganhos),"Resolve a premissa de horas por ano PARA AS LINHAS AMERICANAS. Snippet trouxe apenas estados (NY 38,3 h/semana e WA 37,6 h/semana em 2024); o valor nacional nao foi obtido. Equivalente BR: CAGED/RAIS (F-008, F-009)."
F-140,"OEWS - Occupational Employment and Wage Statistics, NAICS 237",US Bureau of Labor Statistics,1,coeficiente_fisico,todos,US,anual,publico,catalogada_nao_verificada,https://www.bls.gov/oes/,Portal OEWS - recorte naics3_237000,Emprego e salario por ocupacao dentro de heavy and civil engineering construction.
F-141,Labor Productivity - construction industries,US Bureau of Labor Statistics,1,indice_macro,todos,US,anual,publico,catalogada_nao_verificada,https://www.bls.gov/productivity/,Portal BLS Productivity,Produtividade do trabalho por industria NAICS de construcao. Serie longa.
F-142,NAICS 2022 - manual e estrutura,US Census Bureau,1,metodologia,todos,US,quinquenal,publico,catalogada_nao_verificada,https://www.census.gov/naics/,Portal NAICS,Necessario para o crosswalk CNAE 42 <-> NAICS 237. Ver crosswalk-cnae-setores.csv.
F-143,NHCCI - National Highway Construction Cost Index,FHWA,6,indice_macro,S1;S2,US,trimestral,publico,catalogada_nao_verificada,https://www.fhwa.dot.gov/policy/otps/nhcci/,Portal FHWA,Indice de custo de construcao rodoviaria baseado em dado real de licitacao estadual.
F-144,Highway construction cost data e bid price information,FHWA,6,coeficiente_fisico,S1;S2,US,continua,publico,catalogada_nao_verificada,https://www.fhwa.dot.gov/,Portal FHWA,Preco unitario por item de servico agregado nacionalmente.
F-145,Bid tabulations e contract cost data,Caltrans,6,coeficiente_fisico,S1;S2,US,continua,publico,catalogada_nao_verificada,https://dot.ca.gov/,Portal Caltrans - contract awards,QUANTIDADE E PRECO UNITARIO REAIS de milhares de contratos. Uma das melhores fontes publicas do mundo para custo de obra rodoviaria.
F-146,Average low bid unit prices e bid tabulations,TxDOT,6,coeficiente_fisico,S1;S2,US,mensal,publico,catalogada_nao_verificada,https://www.txdot.gov/,Portal TxDOT - bid tabs,Serie mensal de preco unitario medio por item. Excelente para tendencia.
F-147,Historical cost information e bid tabs,FDOT,6,coeficiente_fisico,S1;S2,US,continua,publico,catalogada_nao_verificada,https://www.fdot.gov/,Portal FDOT,"Inclui obra costeira e de drenagem, util por analogia para S6 e S8."
F-148,CWCCIS - Civil Works Construction Cost Index System (EM 1110-2-1304),US Army Corps of Engineers,6,indice_macro,S6;S8;S10,US,anual,publico,catalogada_nao_verificada,https://www.usace.army.mil/,Publicacao EM 1110-2-1304,Indice de custo de obra hidraulica por feature de projeto. Complementa o MII (F-118).
F-149,CWNS - Clean Watersheds Needs Survey,US EPA,6,custo_unitario_agregado,S8,US,quadrienal,publico,catalogada_nao_verificada,https://www.epa.gov/cwns,Portal EPA,Necessidade de investimento em esgoto por tipo de obra. Denominador de CAPEX.
F-150,DWINSA - Drinking Water Infrastructure Needs Survey,US EPA,6,custo_unitario_agregado,S8,US,quadrienal,publico,catalogada_nao_verificada,https://www.epa.gov/dwsrf/,Portal EPA,Necessidade de investimento em agua potavel.
F-151,NCHRP e ACRP research reports,TRB - Transportation Research Board,6,metodologia,S1;S2;S7,US,continua,publico,catalogada_nao_verificada,https://www.trb.org/,Portal TRB,Relatorios de estimativa de custo rodoviario (NCHRP) e aeroportuario (ACRP). Metodologia madura.
F-152,Energy data e capital cost estimates,US EIA,6,custo_unitario_agregado,S9,US,anual,publico,catalogada_nao_verificada,https://www.eia.gov/,Portal EIA,CAPEX por tecnologia de geracao e transmissao nos EUA.
F-153,Construction Inflation Alert e Data DIGest,AGC of America,3,indice_macro,todos,US,mensal,publico,catalogada_nao_verificada,https://www.agc.org/,Portal AGC,Analise de custo de insumo da construcao americana. Leitura mensal curta e densa.
F-154,Transportation construction market data,ARTBA,3,custo_unitario_agregado,S1;S2;S3;S6;S7,US,anual,publico,catalogada_nao_verificada,https://www.artba.org/,Portal ARTBA,Mercado de construcao de transporte por modal e por estado.
F-155,US cement consumption e market data,Portland Cement Association,3,coeficiente_fisico,todos,US,mensal,publico,catalogada_nao_verificada,https://www.cement.org/,Portal PCA,ANALOGO AMERICANO DO SNIC. Consumo de cimento por setor de aplicacao.
F-156,US steel shipments por mercado consumidor,AISI e Steel Manufacturers Association,3,coeficiente_fisico,todos,US,mensal,publico,catalogada_nao_verificada,https://www.steel.org/,Portais AISI e SMA,"ANALOGO AMERICANO DO INSTITUTO ACO BRASIL. Embarque de aco por mercado, inclui construcao."
F-157,Equipment shipments e market statistics,AEM - Association of Equipment Manufacturers,3,indice_macro,todos,US,mensal,publico,catalogada_nao_verificada,https://www.aem.org/,Portal AEM,ANALOGO AMERICANO DA SOBRATEMA no que toca a frota. Embarque de maquinas de construcao.
F-158,Port infrastructure investment surveys,AAPA - American Association of Port Authorities,3,custo_unitario_agregado,S6,US,eventual,publico,catalogada_nao_verificada,https://www.aapa-ports.org/,Portal AAPA,Investimento portuario declarado pelas autoridades.
F-159,Dam rehabilitation cost estimates,ASDSO - Association of State Dam Safety Officials,3,custo_unitario_agregado,S10,US,eventual,publico,catalogada_nao_verificada,https://damsafety.org/,Portal ASDSO,Custo de reabilitacao de barragem por porte e por tipo. Escasso em qualquer lugar do mundo - valioso para S10.
F-160,Buried No Longer e estudos de custo de rede,AWWA,3,custo_unitario_agregado,S8,US,eventual,publico,catalogada_nao_verificada,https://www.awwa.org/,Portal AWWA,Custo de reposicao de rede de agua por diametro e material.
F-161,Infrastructure Report Card - investment gap por setor,ASCE,3,custo_unitario_agregado,todos,US,quadrienal,publico,catalogada_nao_verificada,https://infrastructurereportcard.org/,Portal aberto,Deficit de investimento por setor. Denominador de CAPEX de longo prazo.
F-162,CCI - Construction Cost Index,ENR - Engineering News-Record (BNP Media),7,indice_macro,todos,US,mensal,cite_only,snippet_busca,https://www.enr.com/economics,Assinatura ENR; a composicao da cesta e publica na FAQ de indices,"CESTA FIXA PUBLICA: 200 h de mao de obra comum (media de 20 cidades, salario + encargos) + 25 cwt (2.500 lb) de aco estrutural fabricado + 1,128 t de cimento portland a granel + 1.088 board feet de 2x4. ATENCAO - ver 06-FONTES-EUA.md: a cesta serve para RASTREAR PRECO, nao representa mix real de obra. NAO usar como coeficiente de consumo."
F-163,BCI - Building Cost Index,ENR - Engineering News-Record (BNP Media),7,indice_macro,todos,US,mensal,cite_only,catalogada_nao_verificada,https://www.enr.com/economics,Assinatura ENR,"Mesma cesta de material do CCI, mas com MAO DE OBRA QUALIFICADA em vez de comum. A diferenca CCI x BCI isola o efeito de qualificacao."
F-164,Quarterly Cost Reports e Materials Cost Index,ENR - Engineering News-Record (BNP Media),7,indice_macro,todos,US,trimestral,cite_only,catalogada_nao_verificada,https://www.enr.com/economics,Assinatura ENR,Relatorio trimestral de preco de material por familia.
F-165,Top 400 Contractors - receita por segmento de mercado,ENR - Engineering News-Record (BNP Media),7,custo_unitario_agregado,todos,US,anual,cite_only,catalogada_nao_verificada,https://www.enr.com/toplists,Assinatura ENR,"RECEITA POR SEGMENTO (transporte, agua, energia, industrial). E um DENOMINADOR setorial americano, nao um coeficiente. Comparavel ao recorte da PAIC por segmento."
F-166,Top 500 Design Firms,ENR - Engineering News-Record (BNP Media),7,indice_macro,todos,US,anual,cite_only,catalogada_nao_verificada,https://www.enr.com/toplists,Assinatura ENR,Receita de projeto por segmento. Util para a razao projeto/obra.
F-167,Turner Building Cost Index,Turner Construction,7,indice_macro,todos,US,trimestral,cite_only,catalogada_nao_verificada,https://www.turnerconstruction.com/cost-index,Valor de manchete divulgado publicamente; metodologia proprietaria,Indice de custo de edificacao nao residencial.
F-168,Construction Cost Index,Mortenson,7,indice_macro,todos,US,trimestral,cite_only,catalogada_nao_verificada,https://www.mortenson.com/cost-index,Valor de manchete publico; base proprietaria,Indice por mercado metropolitano.
F-169,Cost reports e Crane Index,Rider Levett Bucknall,7,indice_macro,todos,US,semestral,cite_only,catalogada_nao_verificada,https://www.rlb.com/,Relatorio publico; base proprietaria,Custo por m2 por cidade e indicador de atividade via numero de gruas.
F-170,Construction starts e Dodge Momentum Index,Dodge Construction Network,7,custo_unitario_agregado,todos,US,mensal,cite_only,catalogada_nao_verificada,https://www.construction.com/,Assinatura paga,Valor de obra iniciada por tipo. Denominador de CAPEX.
F-171,Overview e construction forecasts,FMI Corporation,7,indice_macro,todos,US,trimestral,cite_only,catalogada_nao_verificada,https://www.fmicorp.com/,Relatorio publico e consultoria paga,Previsao de put in place por segmento.
F-172,SICFER - Manual de Custos Referenciais Ferroviarios,ANTT,2,coeficiente_fisico,S3,BR,eventual,publico,catalogada_nao_verificada,https://www.gov.br/antt/pt-br/assuntos/ferrovias/sicfer/manuais/,"Portal ANTT e portal.antt.gov.br - PDFs por volume, acesso aberto","NOVO. Analogo ferroviario do SICRO, 9+ volumes: V1 Metodologia e Conceitos, V2 Pesquisa de Precos (2021), V5 MATERIAIS, V6 Manuais Tecnicos (Conteudo 01 Instalacoes de Obras, 02 SUPERESTRUTURA, 03 Transportes), V7 Canteiros, V8 Engenharia Consultiva, V9 Estudos Especiais. V5 e V6-02 sao onde vivem os coeficientes de trilho/dormente/lastro. Egress bloqueia gov.br; nao esta no SharePoint da Manta."
F-173,SIEC - Sistema de Engenharia de Custos,CPTM,2,coeficiente_fisico,S4,BR,continua,publico,fonte_primaria_lida,https://www.cptm.sp.gov.br/cptm/transparencia/sistema-de-engenharia-de-custos-siec,"SharePoint Manta: 01_BIBLIOTECA/01_ORCAMENTO/01.05_BASE ORCAMENTOS/SIEC/ (manual) e .../SIEC/CustosReferenciais/ (Caderno de Insumos out/2024, em .pdf e .xlsx). LEGIVEL via MCP M365. O Caderno de Composicao de Servicos - onde estao os COEFICIENTES - NAO esta no SharePoint; baixar de cptm.sp.gov.br/licitacoes.","LIDO NA ORIGEM (2026-08-22, via SharePoint). SIEC 5a edicao, dezembro/2024, sistema oficial da CPTM desde 2010, amparado pela Lei 13.303/16 art. 31; implantacao aprovada pela Diretoria Plena em 13/06/2019; mantido pela Gerencia de Custos Referenciais (GRC). SEIS TIPOS DE INSUMO: MOH mao de obra horista, MOM mensalista, EQCH EQUIPAMENTO PRODUTIVO, EQCI EQUIPAMENTO IMPRODUTIVO, MAT material, FEI fornecimento e instalacao, mais SERV composicao auxiliar. Separa custo horario produtivo (3.2.5) de improdutivo (3.2.6) - segunda fonte BR a fazer isso, e de forma mais explicita que o SICRO. JORNADA DE 44 H SEMANAIS declarada. Os coeficientes EMBUTEM improdutividade (paralisacao para instrucao de equipe, deslocamento no canteiro) E PERDA DE MATERIAL (cortes, transportes, reaproveitamento) - logo perda_incluida=true, ao contrario do SICRO. Composicoes apropriadas da experiencia da CPTM mais referencias a SINAPI, SICRO e SIURB. Diferencial: considera interferencia de trafego e restricao de acesso de ferrovia metropolitana. Cadernos: sintetico de servicos, de insumos, de composicao de servicos, de custos historicos. CADERNO DE INSUMOS out/2024 localizado e legivel: estrutura CODIGO | DESCRICAO DO INSUMO | UNID | CUSTO UNITARIO, agrupado por tipo (MAO DE OBRA etc). ENCARGOS SOCIAIS = 115,54% sobre mao de obra horista (data base outubro/2024). Atencao: o caderno de insumos e lista de PRECO, nao de coeficiente - pela regra dura do projeto nao gera linha. O coeficiente esta no Caderno de Composicao de Servicos, ausente do SharePoint."
F-174,BPR - Banco de Precos de Referencia (LT e subestacao),ANEEL,2,coeficiente_fisico,S9,BR,continua,publico,catalogada_nao_verificada,https://dadosabertos.aneel.gov.br/dataset/bpr-banco-de-precos-de-referencia-linha-de-transmissao,Portal de dados abertos ANEEL - CSV por recurso; simulador em bprsimulador.aneel.gov.br,"NOVO e DE ALTO VALOR. DADOS ABERTOS EM CSV, e a metodologia 'traz a descricao das QUANTIDADES DE MATERIAIS, equipamentos e servicos' - ou seja, coeficiente fisico, nao so preco. Estrutura modular: subestacao em Modulo de Infraestrutura, de Manobra e de Equipamento; LT parametrizada por tecnologia (CC/CA), classe de tensao, tipo de circuito, estruturas, fundacoes, cabo condutor, arranjo e cabo para-raios. Ha CSV especifico de 'estrutura em aco' e de 'conjunto ancoragem cabo'. Aprovado pela Resolucao Homologatoria 758 de 06/01/2009 e alteracoes. Melhor fonte encontrada para S9. Egress bloqueou dadosabertos.aneel.gov.br."
F-175,OPE - Orcamento Padrao Eletrobras,Eletrobras,2,coeficiente_fisico,S10;S9,BR,eventual,publico,catalogada_nao_verificada,https://eletrobras.com/pt/Paginas/Acervo-de-Documentos-Tecnicos.aspx,Acervo de Documentos Tecnicos e pagina de Manuais e Diretrizes para Estudos e Projetos,"NOVO. Orcamento sintetico do setor eletrico para fase de viabilidade, com composicoes de custo e precos unitarios por componente de UHE: barragem, tomada de agua, conduto forcado, casa de forca. Usa 'referenciais padrao' para comparar alternativas do mesmo potencial. Alterado em 1995 para incorporar linhas de custo ambiental. Origem no CCEEE (decreto 28.545/1950); par documental com o MCSE (Manual de Contabilidade do Setor Eletrico). Ha tambem as Diretrizes para Estudos e Projetos de PCH. Principal fonte encontrada para S10."
F-176,Caderno de Parametros de Custos - Geracao e Transmissao,EPE,2,custo_unitario_agregado,S9,BR,por ciclo do PDE,publico,catalogada_nao_verificada,https://www.epe.gov.br/,Publicacao anexa ao PDE (localizado o caderno do PDE 2031),"NOVO. Caderno dedicado de parametros de custo de geracao e transmissao, publicado junto ao Plano Decenal. Complementa o BPR da ANEEL no nivel de parametro agregado."
F-177,Sistema de Matrizes de Insumo-Produto do Brasil (series anuais),NEREUS-USP,5,coeficiente_fisico,todos,BR,anual,publico,catalogada_nao_verificada,https://www.usp.br/nereus/?fontes=dados-matrizes,Download academico aberto,"NOVO e RELEVANTE PARA O LIVRO AZUL. A MIP oficial do IBGE mais recente e a de 2015 (Contas Nacionais 62); o NEREUS/USP estima matrizes ANUAIS (serie 2010-2018 localizada), e o IE/UFRJ tem trabalho equivalente (TD_IE_025_2020). Permite atualizar o coeficiente-ancora do portal Livro Azul, hoje preso em 2015. Tier C por ser estimativa academica, nao estatistica oficial."
F-178,PRORET Submodulo 9.7 - concessionarias de transmissao,ANEEL,2,metodologia,S9,BR,eventual,publico,catalogada_nao_verificada,https://www2.aneel.gov.br/cedoc/aren20221003_Proret_Submod_9_7_V1_2C.pdf,CEDOC ANEEL,NOVO. Regulacao tarifaria que define como o BPR e aplicado e atualizado por indices parametrizados. Necessario para usar F-174 corretamente.
F-179,Orcamentos proprios de projeto da Manta,Manta Associados,5,coeficiente_fisico,todos,BR,continua,licenciado,catalogada_nao_verificada,,"SharePoint Engenharia, pastas 02_CLIENTE/*/06 - Custo Direto/ - LEGIVEL via MCP M365","NOVO. Camada proprietaria de maior valor. Localizado 'Orcamento METRO SP.xlsx' (CPTM Linhas 11, 12 e 13, entrega 02/01/2025, gerado no Compor90, com custo direto e encargos sociais) em 02_CLIENTE/19_OEC/01_LOTE_ALTO_TIETE/. Orcamento em Compor90 traz composicao analitica com coeficiente de insumo. LEITURA PENDENTE: o conversor do MCP deu timeout em 60s no xlsx - precisa de download direto ou extracao local. Tier D (projeto unico) e exige sanitizacao R1 antes de sair em entregavel."
F-180,SIURB - sistema de custos de obras,Prefeitura de Sao Paulo (SIURB),2,coeficiente_fisico,todos,BR,periodica,publico,catalogada_nao_verificada,,Portal da Prefeitura de Sao Paulo / SIURB,"NOVO. Terceira referencia citada pelo proprio SIEC como base de composicoes, ao lado de SINAPI e SICRO. Sistema de custos de obras publicas do municipio de Sao Paulo. Nao estava no catalogo."
F-181,Portal Livro Azul - Curva de Investimentos em Infraestrutura,Manta Associados,4,custo_unitario_agregado,S1;S3;S4;S6;S7;S8,BR,eventual,publico,fonte_primaria_lida,,"Artefato HTML autocontido da Manta, gerado em 2026-08-14","LIDO NA ORIGEM. 240 projetos, R$ 1,105 trilhao, horizonte 2019-2056, 6 segmentos (rodovias, ferrovias, portos, aeroportos, saneamento, metros). Base: planilha ABDIB Livro 6 (nov/25) estendida com ~30 modelos financeiros de editais reais; 18 projetos com extracao + verificacao adversarial independente e 17 com tres agentes. COEFICIENTES: composicao de custo por setor (MdO/Mat/Eq/BDI, cada linha fechando 100%) de SICRO, SICFER, SINAPI+PAIC e CUB; coeficiente fisico UNICO NACIONAL de cimento 109,13 t/R$mi e aco 4,656 t/R$mi, da MIP/IBGE 2015 aba 11 coluna '4180 Construcao', conferido celula a celula pela equipe em 2026-08-12. NAO tem intensidade diferenciada por setor - e a limitacao que ele proprio declara e que esta base complementa. Nao cobre S9 energia nem S10 barragens. Ver reconciliacao em docs/pesquisa-consumos/01-METODO-INTENSIDADE.md."
